symbol,wireId,slug,nationalDex
SPECIES_ALCREMIE_LOVE_MINT_CREAM,1438,alcremie-mintcream,869
SPECIES_ALCREMIE_LOVE_LEMON_CREAM,1439,alcremie-lemoncream,869
SPECIES_ALCREMIE_LOVE_SALTED_CREAM,1440,alcremie,869
SPECIES_ALCREMIE_LOVE_RUBY_SWIRL,1441,alcremie-rubyswirl,869
SPECIES_ALCREMIE_LOVE_CARAMEL_SWIRL,1442,alcremie-caramelswirl,869
SPECIES_ALCREMIE_LOVE_RAINBOW_SWIRL,1443,alcremie-rainbowswirl,869
SPECIES_ALCREMIE_STAR_VANILLA_CREAM,1444,alcremie,869
SPECIES_ALCREMIE_STAR_RUBY_CREAM,1445,alcremie-rubycream,869
SPECIES_ALCREMIE_STAR_MATCHA_CREAM,1446,alcremie-matchacream,869
SPECIES_ALCREMIE_STAR_MINT_CREAM,1447,alcremie-mintcream,869
SPECIES_ALCREMIE_STAR_LEMON_CREAM,1448,alcremie-lemoncream,869
SPECIES_ALCREMIE_STAR_SALTED_CREAM,1449,alcremie,869
SPECIES_ALCREMIE_STAR_RUBY_SWIRL,1450,alcremie-rubyswirl,869
SPECIES_ALCREMIE_STAR_CARAMEL_SWIRL,1451,alcremie-caramelswirl,869
SPECIES_ALCREMIE_STAR_RAINBOW_SWIRL,1452,alcremie-rainbowswirl,869
SPECIES_ALCREMIE_CLOVER_VANILLA_CREAM,1453,alcremie,869
SPECIES_ALCREMIE_CLOVER_RUBY_CREAM,1454,alcremie-rubycream,869
SPECIES_ALCREMIE_CLOVER_MATCHA_CREAM,1455,alcremie-matchacream,869
SPECIES_ALCREMIE_CLOVER_MINT_CREAM,1456,alcremie-mintcream,869
SPECIES_ALCREMIE_CLOVER_LEMON_CREAM,1457,alcremie-lemoncream,869
SPECIES_ALCREMIE_CLOVER_SALTED_CREAM,1458,alcremie,869
SPECIES_ALCREMIE_CLOVER_RUBY_SWIRL,1459,alcremie-rubyswirl,869
SPECIES_ALCREMIE_CLOVER_CARAMEL_SWIRL,1460,alcremie-caramelswirl,869
SPECIES_ALCREMIE_CLOVER_RAINBOW_SWIRL,1461,alcremie-rainbowswirl,869
SPECIES_ALCREMIE_FLOWER_VANILLA_CREAM,1462,alcremie,869
SPECIES_ALCREMIE_FLOWER_RUBY_CREAM,1463,alcremie-rubycream,869
SPECIES_ALCREMIE_FLOWER_MATCHA_CREAM,1464,alcremie-matchacream,869
SPECIES_ALCREMIE_FLOWER_MINT_CREAM,1465,alcremie-mintcream,869
SPECIES_ALCREMIE_FLOWER_LEMON_CREAM,1466,alcremie-lemoncream,869
SPECIES_ALCREMIE_FLOWER_SALTED_CREAM,1467,alcremie,869
SPECIES_ALCREMIE_FLOWER_RUBY_SWIRL,1468,alcremie-rubyswirl,869
SPECIES_ALCREMIE_FLOWER_CARAMEL_SWIRL,1469,alcremie-caramelswirl,869
SPECIES_ALCREMIE_FLOWER_RAINBOW_SWIRL,1470,alcremie-rainbowswirl,869
SPECIES_ALCREMIE_RIBBON_VANILLA_CREAM,1471,alcremie,869
SPECIES_ALCREMIE_RIBBON_RUBY_CREAM,1472,alcremie-rubycream,869
SPECIES_ALCREMIE_RIBBON_MATCHA_CREAM,1473,alcremie-matchacream,869
SPECIES_ALCREMIE_RIBBON_MINT_CREAM,1474,alcremie-mintcream,869
SPECIES_ALCREMIE_RIBBON_LEMON_CREAM,1475,alcremie-lemoncream,869
SPECIES_ALCREMIE_RIBBON_SALTED_CREAM,1476,alcremie,869
SPECIES_ALCREMIE_RIBBON_RUBY_SWIRL,1477,alcremie-rubyswirl,869
SPECIES_ALCREMIE_RIBBON_CARAMEL_SWIRL,1478,alcremie-caramelswirl,869
SPECIES_ALCREMIE_RIBBON_RAINBOW_SWIRL,1479,alcremie-rainbowswirl,869
SPECIES_SPRIGATITO,924,sprigatito,906
SPECIES_FLORAGATO,925,floragato,907
SPECIES_MEOWSCARADA,926,meowscarada,908
SPECIES_FUECOCO,927,fuecoco,909
SPECIES_CROCALOR,928,crocalor,910
SPECIES_SKELEDIRGE,929,skeledirge,911
SPECIES_QUAXLY,930,quaxly,912
SPECIES_QUAXWELL,931,quaxwell,913
SPECIES_QUAQUAVAL,932,quaquaval,914
SPECIES_LECHONK,933,lechonk,915
SPECIES_OINKOLOGNE_M,934,oinkologne,916
SPECIES_OINKOLOGNE_F,1480,oinkologne-f,916
SPECIES_TAROUNTULA,935,tarountula,917
SPECIES_SPIDOPS,936,spidops,918
SPECIES_NYMBLE,937,nymble,919
SPECIES_LOKIX,938,lokix,920
SPECIES_PAWMI,939,pawmi,921
SPECIES_PAWMO,940,pawmo,922
SPECIES_PAWMOT,941,pawmot,923
SPECIES_TANDEMAUS,942,tandemaus,924
SPECIES_MAUSHOLD_THREE,943,maushold,925
SPECIES_MAUSHOLD_FOUR,1481,maushold-four,925
SPECIES_FIDOUGH,944,fidough,926
SPECIES_DACHSBUN,945,dachsbun,927
SPECIES_SMOLIV,946,smoliv,928
SPECIES_DOLLIV,947,dolliv,929
SPECIES_ARBOLIVA,948,arboliva,930
SPECIES_SQUAWKABILLY_GREEN,949,squawkabilly,931
SPECIES_SQUAWKABILLY_BLUE,1482,squawkabilly-blue,931
SPECIES_SQUAWKABILLY_YELLOW,1483,squawkabilly-yellow,931
SPECIES_SQUAWKABILLY_WHITE,1484,squawkabilly-white,931
SPECIES_NACLI,950,nacli,932
SPECIES_NACLSTACK,951,naclstack,933
SPECIES_GARGANACL,952,garganacl,934
SPECIES_CHARCADET,953,charcadet,935
SPECIES_ARMAROUGE,954,armarouge,936
SPECIES_CERULEDGE,955,ceruledge,937
SPECIES_TADBULB,956,tadbulb,938
SPECIES_BELLIBOLT,957,bellibolt,939
SPECIES_WATTREL,958,wattrel,940
SPECIES_KILOWATTREL,959,kilowattrel,941
SPECIES_MASCHIFF,960,maschiff,942
SPECIES_MABOSSTIFF,961,mabosstiff,943
SPECIES_SHROODLE,962,shroodle,944
SPECIES_GRAFAIAI,963,grafaiai,945
SPECIES_BRAMBLIN,964,bramblin,946
SPECIES_BRAMBLEGHAST,965,brambleghast,947
SPECIES_TOEDSCOOL,966,toedscool,948
SPECIES_TOEDSCRUEL,967,toedscruel,949
SPECIES_KLAWF,968,klawf,950
SPECIES_CAPSAKID,969,capsakid,951
SPECIES_SCOVILLAIN,970,scovillain,952
SPECIES_RELLOR,971,rellor,953
SPECIES_RABSCA,972,rabsca,954
SPECIES_FLITTLE,973,flittle,955
SPECIES_ESPATHRA,974,espathra,956
SPECIES_TINKATINK,975,tinkatink,957
SPECIES_TINKATUFF,976,tinkatuff,958
SPECIES_TINKATON,977,tinkaton,959
SPECIES_WIGLETT,978,wiglett,960
SPECIES_WUGTRIO,979,wugtrio,961
SPECIES_BOMBIRDIER,980,bombirdier,962
SPECIES_FINIZEN,981,finizen,963
SPECIES_PALAFIN_ZERO,982,palafin,964
SPECIES_PALAFIN_HERO,1485,palafin-hero,964
SPECIES_VAROOM,983,varoom,965
SPECIES_REVAVROOM,984,revavroom,966
SPECIES_CYCLIZAR,985,cyclizar,967
SPECIES_ORTHWORM,986,orthworm,968
SPECIES_GLIMMET,987,glimmet,969
SPECIES_GLIMMORA,988,glimmora,970
SPECIES_GREAVARD,989,greavard,971
SPECIES_HOUNDSTONE,990,houndstone,972
SPECIES_FLAMIGO,991,flamigo,973
SPECIES_CETODDLE,992,cetoddle,974
SPECIES_CETITAN,993,cetitan,975
SPECIES_VELUZA,994,veluza,976
SPECIES_DONDOZO,995,dondozo,977
SPECIES_TATSUGIRI_CURLY,996,tatsugiri,978
SPECIES_TATSUGIRI_DROOPY,1486,tatsugiri-droopy,978
SPECIES_TATSUGIRI_STRETCHY,1487,tatsugiri-stretchy,978
SPECIES_ANNIHILAPE,997,annihilape,979
SPECIES_CLODSIRE,998,clodsire,980
SPECIES_FARIGIRAF,999,farigiraf,981
SPECIES_DUDUNSPARCE_TWO_SEGMENT,1053,dudunsparce,982
SPECIES_DUDUNSPARCE_THREE_SEGMENT,1488,dudunsparce-threesegment,982
SPECIES_KINGAMBIT,1054,kingambit,983
SPECIES_GREAT_TUSK,1055,greattusk,984
SPECIES_SCREAM_TAIL,1056,screamtail,985
SPECIES_BRUTE_BONNET,1057,brutebonnet,986
SPECIES_FLUTTER_MANE,1058,fluttermane,987
SPECIES_SLITHER_WING,1059,slitherwing,988
SPECIES_SANDY_SHOCKS,1060,sandyshocks,989
SPECIES_IRON_TREADS,1061,irontreads,990
SPECIES_IRON_BUNDLE,1062,ironbundle,991
SPECIES_IRON_HANDS,1063,ironhands,992
SPECIES_IRON_JUGULIS,1064,ironjugulis,993
SPECIES_IRON_MOTH,1065,ironmoth,994
SPECIES_IRON_THORNS,1066,ironthorns,995
SPECIES_FRIGIBAX,1067,frigibax,996
SPECIES_ARCTIBAX,1068,arctibax,997
SPECIES_BAXCALIBUR,1069,baxcalibur,998
SPECIES_GIMMIGHOUL_CHEST,1070,gimmighoul,999
SPECIES_GIMMIGHOUL_ROAMING,1489,gimmighoul-roaming,999
SPECIES_GHOLDENGO,1071,gholdengo,1000
SPECIES_WO_CHIEN,1072,wochien,1001
SPECIES_CHIEN_PAO,1073,chienpao,1002
SPECIES_TING_LU,1074,tinglu,1003
SPECIES_CHI_YU,1075,chiyu,1004
SPECIES_ROARING_MOON,1076,roaringmoon,1005
SPECIES_IRON_VALIANT,1077,ironvaliant,1006
SPECIES_KORAIDON,1078,koraidon,1007
SPECIES_MIRAIDON,1079,miraidon,1008
SPECIES_TAUROS_PALDEA_COMBAT,1490,tauros-paldeacombat,128
SPECIES_TAUROS_PALDEA_BLAZE,1491,tauros-paldeablaze,128
SPECIES_TAUROS_PALDEA_AQUA,1492,tauros-paldeaaqua,128
SPECIES_WOOPER_PALDEA,1493,wooper-paldea,194
SPECIES_WALKING_WAKE,1080,walkingwake,1009
SPECIES_IRON_LEAVES,1081,ironleaves,1010
SPECIES_DIPPLIN,1082,dipplin,1011
SPECIES_POLTCHAGEIST_COUNTERFEIT,1083,poltchageist,1012
SPECIES_POLTCHAGEIST_ARTISAN,1494,poltchageist-artisan,1012
SPECIES_SINISTCHA_UNREMARKABLE,1084,sinistcha,1013
SPECIES_SINISTCHA_MASTERPIECE,1495,sinistcha-masterpiece,1013
SPECIES_OKIDOGI,1085,okidogi,1014
SPECIES_MUNKIDORI,1086,munkidori,1015
SPECIES_FEZANDIPITI,1087,fezandipiti,1016
SPECIES_OGERPON_TEAL,1088,ogerpon,1017
SPECIES_OGERPON_WELLSPRING,1496,ogerpon-wellspring,1017
SPECIES_OGERPON_HEARTHFLAME,1497,ogerpon-hearthflame,1017
SPECIES_OGERPON_CORNERSTONE,1498,ogerpon-cornerstone,1017
SPECIES_OGERPON_TEAL_TERA,1499,ogerpon-tealtera,1017
SPECIES_OGERPON_WELLSPRING_TERA,1500,ogerpon-wellspringtera,1017
SPECIES_OGERPON_HEARTHFLAME_TERA,1501,ogerpon-hearthflametera,1017
SPECIES_OGERPON_CORNERSTONE_TERA,1502,ogerpon-cornerstonetera,1017
SPECIES_URSALUNA_BLOODMOON,1503,ursaluna-bloodmoon,901
SPECIES_ARCHALUDON,1089,archaludon,1018
SPECIES_HYDRAPPLE,1090,hydrapple,1019
SPECIES_GOUGING_FIRE,1091,gougingfire,1020
SPECIES_RAGING_BOLT,1092,ragingbolt,1021
SPECIES_IRON_BOULDER,1093,ironboulder,1022
SPECIES_IRON_CROWN,1094,ironcrown,1023
SPECIES_TERAPAGOS_NORMAL,1095,terapagos,1024
SPECIES_TERAPAGOS_TERASTAL,1504,terapagos-terastal,1024
SPECIES_TERAPAGOS_STELLAR,1505,terapagos-stellar,1024
SPECIES_PECHARUNT,1096,pecharunt,1025
SPECIES_SCATTERBUG_POLAR,1508,scatterbug,664
SPECIES_SCATTERBUG_TUNDRA,1509,scatterbug,664
SPECIES_SCATTERBUG_CONTINENTAL,1510,scatterbug,664
SPECIES_SCATTERBUG_GARDEN,1511,scatterbug,664
SPECIES_SCATTERBUG_ELEGANT,1512,scatterbug,664
SPECIES_SCATTERBUG_MEADOW,1513,scatterbug,664
SPECIES_SCATTERBUG_MODERN,1514,scatterbug,664
SPECIES_SCATTERBUG_MARINE,1515,scatterbug,664
SPECIES_SCATTERBUG_ARCHIPELAGO,1516,scatterbug,664
SPECIES_SCATTERBUG_HIGH_PLAINS,1517,scatterbug,664
SPECIES_SCATTERBUG_SANDSTORM,1518,scatterbug,664
SPECIES_SCATTERBUG_RIVER,1519,scatterbug,664
SPECIES_SCATTERBUG_MONSOON,1520,scatterbug,664
SPECIES_SCATTERBUG_SAVANNA,1521,scatterbug,664
SPECIES_SCATTERBUG_SUN,1522,scatterbug,664
SPECIES_SCATTERBUG_OCEAN,1523,scatterbug,664
SPECIES_SCATTERBUG_JUNGLE,1524,scatterbug,664
SPECIES_SCATTERBUG_FANCY,1525,scatterbug,664
SPECIES_SCATTERBUG_POKEBALL,1526,scatterbug,664
SPECIES_SPEWPA_POLAR,1527,spewpa,665
SPECIES_SPEWPA_TUNDRA,1528,spewpa,665
SPECIES_SPEWPA_CONTINENTAL,1529,spewpa,665
SPECIES_SPEWPA_GARDEN,1530,spewpa,665
SPECIES_SPEWPA_ELEGANT,1531,spewpa,665
SPECIES_SPEWPA_MEADOW,1532,spewpa,665
SPECIES_SPEWPA_MODERN,1533,spewpa,665
SPECIES_SPEWPA_MARINE,1534,spewpa,665
SPECIES_SPEWPA_ARCHIPELAGO,1535,spewpa,665
SPECIES_SPEWPA_HIGH_PLAINS,1536,spewpa,665
SPECIES_SPEWPA_SANDSTORM,1537,spewpa,665
SPECIES_SPEWPA_RIVER,1538,spewpa,665
SPECIES_SPEWPA_MONSOON,1539,spewpa,665
SPECIES_SPEWPA_SAVANNA,1540,spewpa,665
SPECIES_SPEWPA_SUN,1541,spewpa,665
SPECIES_SPEWPA_OCEAN,1542,spewpa,665
SPECIES_SPEWPA_JUNGLE,1543,spewpa,665
SPECIES_SPEWPA_FANCY,1544,spewpa,665
SPECIES_SPEWPA_POKEBALL,1545,spewpa,665
SPECIES_RATICATE_ALOLA_TOTEM,1546,raticate-alolatotem,20
SPECIES_GUMSHOOS_TOTEM,1547,gumshoos-totem,735
SPECIES_VIKAVOLT_TOTEM,1548,vikavolt-totem,738
SPECIES_LURANTIS_TOTEM,1549,lurantis-totem,754
SPECIES_SALAZZLE_TOTEM,1550,salazzle-totem,758
SPECIES_MIMIKYU_TOTEM_DISGUISED,1551,mimikyu-totem,778
SPECIES_KOMMO_O_TOTEM,1552,kommoo-totem,784
SPECIES_MAROWAK_ALOLA_TOTEM,1553,marowak-alolatotem,105
SPECIES_RIBOMBEE_TOTEM,1554,ribombee-totem,743
SPECIES_ARAQUANID_TOTEM,1555,araquanid-totem,752
SPECIES_TOGEDEMARU_TOTEM,1556,togedemaru-totem,777
SPECIES_VENUSAUR_GMAX,1559,venusaur-gmax,3
SPECIES_BLASTOISE_GMAX,1560,blastoise-gmax,9
SPECIES_CHARIZARD_GMAX,1561,charizard-gmax,6
SPECIES_BUTTERFREE_GMAX,1562,butterfree-gmax,12
SPECIES_PIKACHU_GMAX,1563,pikachu-gmax,25
SPECIES_MEOWTH_GMAX,1564,meowth-gmax,52
SPECIES_MACHAMP_GMAX,1565,machamp-gmax,68
SPECIES_GENGAR_GMAX,1566,gengar-gmax,94
SPECIES_KINGLER_GMAX,1567,kingler-gmax,99
SPECIES_LAPRAS_GMAX,1568,lapras-gmax,131
SPECIES_EEVEE_GMAX,1569,eevee-gmax,133
SPECIES_SNORLAX_GMAX,1570,snorlax-gmax,143
SPECIES_GARBODOR_GMAX,1571,garbodor-gmax,569
SPECIES_MELMETAL_GMAX,1572,melmetal-gmax,809
SPECIES_RILLABOOM_GMAX,1573,rillaboom-gmax,812
SPECIES_CINDERACE_GMAX,1574,cinderace-gmax,815
SPECIES_INTELEON_GMAX,1575,inteleon-gmax,818
SPECIES_CORVIKNIGHT_GMAX,1576,corviknight-gmax,823
SPECIES_ORBEETLE_GMAX,1577,orbeetle-gmax,826
SPECIES_DREDNAW_GMAX,1578,drednaw-gmax,834
SPECIES_COALOSSAL_GMAX,1579,coalossal-gmax,839
SPECIES_FLAPPLE_GMAX,1580,flapple-gmax,841
SPECIES_APPLETUN_GMAX,1581,appletun-gmax,842
SPECIES_SANDACONDA_GMAX,1582,sandaconda-gmax,844
SPECIES_TOXTRICITY_AMPED_GMAX,1583,toxtricity-gmax,849
SPECIES_TOXTRICITY_LOW_KEY_GMAX,1584,toxtricity-lowkeygmax,849
SPECIES_CENTISKORCH_GMAX,1585,centiskorch-gmax,851
SPECIES_HATTERENE_GMAX,1586,hatterene-gmax,858
SPECIES_GRIMMSNARL_GMAX,1587,grimmsnarl-gmax,861
SPECIES_ALCREMIE_GMAX,1588,alcremie-gmax,869
SPECIES_COPPERAJAH_GMAX,1589,copperajah-gmax,879
SPECIES_DURALUDON_GMAX,1590,duraludon-gmax,884
SPECIES_URSHIFU_SINGLE_STRIKE_GMAX,1591,urshifu-gmax,892
SPECIES_URSHIFU_RAPID_STRIKE_GMAX,1592,urshifu-rapidstrikegmax,892
SPECIES_MIMIKYU_BUSTED_TOTEM,1593,mimikyu-bustedtotem,778
SPECIES_CLEFABLE_MEGA,1594,clefable-mega,36
SPECIES_VICTREEBEL_MEGA,1595,victreebel-mega,71
SPECIES_STARMIE_MEGA,1596,starmie-mega,121
SPECIES_DRAGONITE_MEGA,1597,dragonite-mega,149
SPECIES_MEGANIUM_MEGA,1598,meganium-mega,154
SPECIES_FERALIGATR_MEGA,1599,feraligatr-mega,160
SPECIES_SKARMORY_MEGA,1600,skarmory-mega,227
SPECIES_FROSLASS_MEGA,1601,froslass-mega,478
SPECIES_EMBOAR_MEGA,1602,emboar-mega,500
SPECIES_EXCADRILL_MEGA,1603,excadrill-mega,530
SPECIES_SCOLIPEDE_MEGA,1604,scolipede-mega,545
SPECIES_SCRAFTY_MEGA,1605,scrafty-mega,560
SPECIES_EELEKTROSS_MEGA,1606,eelektross-mega,604
SPECIES_CHANDELURE_MEGA,1607,chandelure-mega,609
SPECIES_CHESNAUGHT_MEGA,1608,chesnaught-mega,652
SPECIES_DELPHOX_MEGA,1609,delphox-mega,655
SPECIES_GRENINJA_MEGA,1610,greninja-mega,658
SPECIES_PYROAR_MEGA,1611,pyroar-mega,668
SPECIES_MALAMAR_MEGA,1612,malamar-mega,687
SPECIES_DRAGALGE_MEGA,1613,dragalge-mega,691
SPECIES_HAWLUCHA_MEGA,1614,hawlucha-mega,701
SPECIES_FLOETTE_MEGA,1615,floette-mega,670
SPECIES_BARBARACLE_MEGA,1616,barbaracle-mega,689
SPECIES_ZYGARDE_MEGA,1617,zygarde-mega,718
SPECIES_DRAMPA_MEGA,1618,drampa-mega,780
SPECIES_FALINKS_MEGA,1619,falinks-mega,870
SPECIES_HEATRAN_MEGA,1620,heatran-mega,485
SPECIES_DARKRAI_MEGA,1621,darkrai-mega,491
SPECIES_ZERAORA_MEGA,1622,zeraora-mega,807
SPECIES_RAICHU_MEGA_X,1623,raichu-megax,26
SPECIES_RAICHU_MEGA_Y,1624,raichu-megay,26
SPECIES_CHIMECHO_MEGA,1625,chimecho-mega,358
SPECIES_ABSOL_MEGA_Z,1626,absol-megaz,359
SPECIES_GARCHOMP_MEGA_Z,1628,garchomp-megaz,445
SPECIES_LUCARIO_MEGA_Z,1629,lucario-megaz,448
SPECIES_GOLURK_MEGA,1630,golurk-mega,623
SPECIES_MEOWSTIC_M_MEGA,1631,meowstic-mmega,678
SPECIES_MEOWSTIC_F_MEGA,1632,meowstic-fmega,678
SPECIES_CRABOMINABLE_MEGA,1633,crabominable-mega,740
SPECIES_GOLISOPOD_MEGA,1634,golisopod-mega,768
SPECIES_MAGEARNA_MEGA,1635,magearna-mega,801
SPECIES_MAGEARNA_ORIGINAL_MEGA,1636,magearna-originalmega,801
SPECIES_SCOVILLAIN_MEGA,1637,scovillain-mega,952
SPECIES_BAXCALIBUR_MEGA,1638,baxcalibur-mega,998
SPECIES_TATSUGIRI_CURLY_MEGA,1639,tatsugiri-curlymega,978
SPECIES_TATSUGIRI_DROOPY_MEGA,1640,tatsugiri-droopymega,978
SPECIES_TATSUGIRI_STRETCHY_MEGA,1641,tatsugiri-stretchymega,978
SPECIES_GLIMMORA_MEGA,1642,glimmora-mega,970
